,,Field,Type,Null,Key,Default,Extra,ADD/Old Field Names,0,1,2,3,4,5,6,7,8,9,10,11,12
structurefield,accredcriteria,accredcriteria_datatextresult,tinytext,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_datacondition,tinytext,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_evidenceassetcodes,text,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_owner,tinytext,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_reviewcomments,text,YES,,,,accredcriteria_comments,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_evidenceimagelist,text,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_selfassessment,tinytext,YES,,,,accredcriteria_compliance,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_selfassessmentcondition,tinytext,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_selfassessmentconditioncomments,text,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_inspectionresult,tinytext,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_inspectiondataradioresult,tinytext,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_inspectiondatacheckboxresult,tinytext,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_inspectiondatatextresult,tinytext,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_inspectiondatacondition,tinytext,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_inspectioncomments,text,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_inspectioncondition,tinytext,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_inspectionconditioncomments,text,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_inspectionimagelist,tinytext,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_lastselfassessmenttimestamp,tinytext,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_lastselfassessmentpersonid,tinytext,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_lastinspectiontimestamp,tinytext,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredcriteria,accredcriteria_lastinspectionpersonid,tinytext,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structureend,accredcriteria,,,,,,,,,ocz,,,,,,grl,,,,sfm,
,,,,,,,,,,,,,,,,,,,,,
structureheader,accredactionsection,,,,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredactionsection,accredactionsection_domainid,char(25),NO,PRI,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredactionsection,accredactionsection_schemeid,char(25),NO,PRI,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredactionsection,accredactionsection_id,char(25),NO,PRI,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredactionsection,accredactionsection_title,tinytext,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredactionsection,accredactionsection_seq,tinytext,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structureend,accredactionsection,,,,,,,,,ocz,,,,,,grl,,,,sfm,
,,,,,,,,,,,,,,,,,,,,,
structureheader,accredaction,,,,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_domainid,char(25),NO,PRI,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_schemeid,char(25),NO,PRI,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_clubid,char(25),NO,PRI,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_id,char(25),NO,PRI,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_sectionid,tinytext,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_sectiontopic,tinytext,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_ref,tinytext,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_objective,text,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_how,text,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_costtext,text,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_costvalue,"decimal(10,2)",YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_fundingapproach,text,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_fundingvalueself,"decimal(10,2)",YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_fundingvaluegrant,"decimal(10,2)",YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_fundingvaluesponsor,"decimal(10,2)",YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_achievementindicators,tinytext,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_dateraised,date,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_duedate,date,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_timescale,text,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_actionees,tinytext,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_personid,tinytext,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_response,text,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,accredaction,accredaction_status,text,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structureend,accredaction,,,,,,,,,ocz,,,,,,grl,,,,sfm,
,,,,,,,,,,,,,,,,,,,,,
structureheader,todo,,,,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,todo,todo_domainid,char(25),NO,PRI,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,todo,todo_clubid,char(25),NO,PRI,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,todo,todo_id,char(25),NO,PRI,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,todo,todo_personid,tinytext,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,todo,todo_title,tinytext,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,todo,todo_actionrequired,text,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,todo,todo_raisedbypersonid,text,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,todo,todo_raisedbyorgtype,text,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,todo,todo_raisedbyorgid,text,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,todo,todo_raiseddate,date,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,todo,todo_startdate,date,YES,,,,ADD,,ocz,,,,,,grl,,,,sfm,
structurefield,todo,todo_enddate,date,YES,,,,todo_duedate,,ocz,,,,,,grl,,,,sfm,
structurefield,todo,todo_reminderleadtime,date,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,todo,todo_recurring,tinytext,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,todo,todo_response,text,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structurefield,todo,todo_status,tinytext,YES,,,,,,ocz,,,,,,grl,,,,sfm,
structureend,todo,,,,,,,,,ocz,,,,,,grl,,,,sfm,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Actions,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
structureheader,action,,,,,,,,cw,ocz,sw,aw,,cor,dmws,grl,care,db,kb,sfm,
structurefield,action,action_domainid,char(25),NO,PRI,,,,cw,ocz,sw,aw,,cor,dmws,grl,care,db,kb,sfm,
structurefield,action,action_status,char(8),NO,PRI,,,,cw,ocz,sw,aw,,cor,dmws,grl,care,db,kb,sfm,
structurefield,action,action_code,char(12),NO,PRI,,,,cw,ocz,sw,aw,,cor,dmws,grl,care,db,kb,sfm,
structurefield,action,action_type,tinytext,YES,,,,,cw,ocz,sw,aw,,cor,dmws,grl,care,db,kb,sfm,
structurefield,action,action_addressee,tinytext,YES,,,,,cw,ocz,sw,aw,,cor,dmws,grl,care,db,kb,sfm,
structurefield,action,action_submitter,tinytext,YES,,,,,cw,ocz,sw,aw,,cor,dmws,grl,care,db,kb,sfm,
structurefield,action,action_description,tinytext,YES,,,,,cw,ocz,sw,aw,,cor,dmws,grl,care,db,kb,sfm,
structurefield,action,action_dateraised,tinytext,YES,,,,,cw,ocz,sw,aw,,cor,dmws,grl,care,db,kb,sfm,
structurefield,action,action_duedate,tinytext,YES,,,,,cw,ocz,sw,aw,,cor,dmws,grl,care,db,kb,sfm,
structurefield,action,action_string,text,YES,,,,,cw,ocz,sw,aw,,cor,dmws,grl,care,db,kb,sfm,
structureend,action,,,,,,,,cw,ocz,sw,aw,,cor,dmws,grl,care,db,kb,sfm,
,,,,,,,,,,,,,,,,,,,,,
,Person,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
structureheader,person,,,,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_domainid,char(25),NO,PRI,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_id,char(8),NO,PRI,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_title,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_sname,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_midinits,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_fname,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_addr1,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_addr2,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_addr3,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_addr4,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_postcode,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_hometel,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_worktel,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_mobiletel,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_faxtel,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_email1,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_dob,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_exdirectory,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
,,,,,,,,,,,,,,,,,,,,,
structurefield,person,person_password,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_passwordclue,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_passworddate,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_passwordexpirydate,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_passwordexpiryreason,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_passwordresetlinkcode,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_passwordresetlinktimestamp,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_passwordresetcode,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
,,,,,,,,,,,,,,,,,,,,,
structurefield,person,person_session,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_sessiontime,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_lastupdate,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_locked,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_extra0,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_extra1,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_extra2,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_extra3,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_extra4,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_extra5,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_extra6,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_extra7,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_extra8,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_extra9,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_mobileid,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_mobilespec,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_mobilesession,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_emailbroadcast1,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_adverts,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_reginfo,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_email2,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_role,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_section,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_type,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_occupation,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_twitterusername,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_facebookusername,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_parenttitle,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_parentsname,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_parentmidinits,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_parentfname,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_emergencytel,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_parent2title,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_parent2sname,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_parent2midinits,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_parent2fname,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_emergencytel2,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_medical,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_paidperiodid,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_paiddate,date,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_paidmethod,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_paidamount,"decimal(10,2)",YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_paiddetails,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_email3,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_email4,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_emailbroadcast2,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_emailbroadcast3,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_emailbroadcast4,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_sectiongroup,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_paidconfirmationdate,date,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_photo,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_paidincrementamount,"decimal(10,2)",YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_paidincrementfrequency,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_paidincrementnumber,"decimal(2,0)",YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_paidfamilygroup,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_ethnicity,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_disability,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_membershiptermsconsentdate,date,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_membershiprecommendedby,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_gender,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_skills,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_willingtohelp,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_experience,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_medicalcondition,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_medicalallergy,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_medicalmedication,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_medicaldetails,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_doctor,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_photographyconsent,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_transportconsent,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_membershipnotificationemailsent,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_paidconfirmationemailsent,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_publicdirectory,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_paidconfirmationperiodid,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_paidemaildate,date,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_paidconfirmationemaildate,date,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_school,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,person,person_userlevel,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
structurefield,person,person_navigationpref,tinytext,YES,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
,,,,,,,,,,,,,,,,,,,,,
structurefield,person,person_cwauthority,tinytext,YES,,,,,cw,,,,,,,,,,,,
structurefield,person,person_director,tinytext,YES,,,,,cw,,,,,,,,,,,,
structurefield,person,person_labourtype,tinytext,YES,,,,,cw,,,,,,,,,,,,
structurefield,person,person_irissubcode,tinytext,YES,,,,,cw,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
structurefield,person,person_playersquad,tinytext,YES,,,,,,ocz,,,,,,grl,,,,,
structurefield,person,person_officialsquad,tinytext,YES,,,,,,ocz,,,,,,grl,,,,,
structurefield,person,person_position,tinytext,YES,,,,,,ocz,,,,,,grl,,,,,
structurefield,person,person_activeplayer,tinytext,YES,,,,,,ocz,,,,,,grl,,,,,
structurefield,person,person_activeofficial,tinytext,YES,,,,,,ocz,,,,,,grl,,,,,
structurefield,person,person_publicprofile,text,YES,,,,,,ocz,,,,,,grl,,,,,
structurefield,person,person_sponsor,tinytext,YES,,,,,,ocz,,,,,,grl,,,,,
structurefield,person,person_sponsorlink,tinytext,YES,,,,,,ocz,,,,,,grl,,,,,
structurefield,person,person_team,tinytext,YES,,,,,,ocz,,,,,,grl,,,,,
structurefield,person,person_dateavailability,text,YES,,,,,,ocz,,,,,,grl,,,,,
structurefield,person,person_shirtnumber,tinytext,YES,,,,ADD,,ocz,,,,,,grl,,,,,
,,,,,,,,,,,,,,,,,,,,,
structureend,person,,,,,,,,cw,ocz,sw,aw,pos,cor,dmws,grl,care,db,kb,sfm,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
structureheader,personextradef,,,,,,,,cw,ocz,sw,aw,pos,,,grl,care,,,,
structurefield,personextradef,personextradef_domainid,char(25),NO,PRI,,,,cw,ocz,sw,aw,pos,,,grl,care,,,,
structurefield,personextradef,personextradef_id,char(8),NO,PRI,,,,cw,ocz,sw,aw,pos,,,grl,care,,,,
structurefield,personextradef,personextradef_title,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,care,,,,
structurefield,personextradef,personextradef_syntax,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,care,,,,
structurefield,personextradef,personextradef_codevalues,text,YES,,,,,cw,ocz,sw,aw,pos,,,grl,care,,,,
structurefield,personextradef,personextradef_self,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,care,,,,
structureend,personextradef,,,,,,,,cw,ocz,sw,aw,pos,,,grl,care,,,,
,,,,,,,,,,,,,,,,,,,,,
structureheader,persontype,,,,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,persontype,persontype_domainid,char(25),NO,PRI,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,persontype,persontype_periodid,char(10),NO,PRI,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,persontype,persontype_code,char(8),NO,PRI,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,persontype,persontype_name,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
,persontype,persontype_annualfee,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,persontype,persontype_eventfee,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,persontype,persontype_seq,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,persontype,persontype_selectable,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,persontype,persontype_annualoneofffee,"decimal(10,2)",YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,persontype,persontype_annualstagedfee,"decimal(10,2)",YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,persontype,persontype_annualstagedinitialfee,"decimal(10,2)",YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,persontype,persontype_annualstagedrecurringfee,"decimal(10,2)",YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,persontype,persontype_annualstagedrecurringpayments,"decimal(10,2)",YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,persontype,persontype_criteria,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,persontype,persontype_multimember,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,persontype,persontype_multimemberquantity,"decimal(3,0)",YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structureend,persontype,,,,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
,,,,,,,,,,,,,,,,,,,,,
structureheader,personuserlevel,,,,,,,,,,,,,,dmws,grl,care,db,kb,,
structurefield,personuserlevel,personuserlevel_domainid,char(25),NO,PRI,,,,,,,,,,dmws,grl,care,db,kb,,
structurefield,personuserlevel,personuserlevel_code,char(1),NO,PRI,,,,,,,,,,dmws,grl,care,db,kb,,
structurefield,personuserlevel,personuserlevel_description,tinytext,YES,,,,,,,,,,,dmws,grl,care,db,kb,,
structureend,personuserlevel,,,,,,,,,,,,,,dmws,grl,care,db,kb,,
,,,,,,,,,,,,,,,,,,,,,
structureheader,ethnicity,,,,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,ethnicity,ethnicity_domainid,char(25),NO,PRI,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,ethnicity,ethnicity_code,char(12),NO,PRI,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,ethnicity,ethnicity_title,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structurefield,ethnicity,ethnicity_seq,tinytext,YES,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
structureend,ethnicity,,,,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
,,,,,,,,,,,,,,,,,,,,,
structureheader,disability,,,,,,,,cw,ocz,sw,aw,pos,,,grl,,,,,
